avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
16.22,60.11,36.31,188.90,2.22,2.67,104.11,1.68,1.11,0.00,1.11,0.00,2.22,0.89,0.00,0.00,0.00,0.89,35.47,4.36,0.00,205.67,16.91,37.41,39.23,194.32,2.17,1.85,81.24,0.58,0.20,0.00,1.98,0.00,2.17,0.20,0.00,0.00,0.00,0.20,36.84,3.88,0.00,15.56,36.00,88.00,84.46,678.67,11.00,4.00,189.00,1.38,1.00,0.00,10.00,0.00,11.00,1.00,0.00,0.00,0.00,1.00,84.11,7.85,0.00,35.00,37.00,92.00,85.47,692.68,12.00,5.00,220.00,2.20,2.00,0.00,10.00,0.00,12.00,1.00,0.00,0.00,0.00,1.00,90.72,7.85,0.00,229.00,1.00,4.00,1.01,14.01,1.00,1.00,31.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.62,0.00,0.00,194.00,1.00,92.00,1.01,14.01,1.00,1.00,31.00,2.20,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,6.62,7.85,0.00,194.00
34.40,76.00,79.73,496.57,13.70,4.15,134.95,2.27,1.85,3.35,8.50,0.00,13.70,0.15,1.75,0.00,0.00,1.90,35.45,0.64,0.00,53.85,0.78,21.60,1.72,59.34,3.81,0.26,25.52,0.45,0.26,1.04,2.55,0.00,3.81,0.26,0.53,0.00,0.00,0.27,16.58,0.26,0.00,63.76,4.00,85.00,10.55,777.54,15.00,1.00,101.00,1.73,1.00,4.00,10.00,0.00,15.00,1.00,3.00,0.00,0.00,2.00,68.55,0.80,0.00,215.00,37.00,89.00,85.47,1090.00,16.00,5.00,220.00,2.55,2.00,4.00,10.00,0.00,16.00,1.00,3.00,0.00,0.00,3.00,90.72,0.80,0.00,229.00,33.00,4.00,74.92,312.46,1.00,4.00,119.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,22.18,0.00,0.00,14.00,34.00,89.00,78.96,494.00,16.00,4.00,120.00,2.55,2.00,4.00,10.00,0.00,16.00,0.00,2.00,0.00,0.00,2.00,25.92,0.80,0.00,14.00
37.00,70.60,87.25,430.74,12.60,4.20,137.20,2.56,1.60,3.00,2.00,2.80,9.40,0.40,0.60,0.00,0.00,1.00,41.19,1.50,0.00,129.20,24.00,28.08,62.15,362.63,5.28,1.44,42.72,0.72,0.48,2.40,3.20,4.48,6.24,0.48,0.48,0.00,0.00,0.00,29.83,1.20,0.00,78.24,62.00,89.00,161.51,1165.73,16.00,3.00,142.00,2.37,1.00,5.00,10.00,14.00,24.00,1.00,1.00,0.00,0.00,0.00,99.07,2.49,0.00,165.00,79.00,94.00,196.97,1337.33,17.00,6.00,244.00,3.16,2.00,5.00,10.00,14.00,25.00,1.00,1.00,0.00,0.00,1.00,115.77,2.49,0.00,229.00,17.00,5.00,35.45,171.60,1.00,3.00,102.00,0.79,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,64.00,17.00,94.00,35.45,171.60,17.00,3.00,102.00,3.16,2.00,5.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1.00,24.50,2.49,0.00,64.00
53.33,29.33,129.02,864.74,5.33,5.67,191.33,1.16,2.00,0.00,3.33,0.00,5.33,0.00,0.00,0.00,0.00,0.00,48.89,0.00,0.00,217.33,3.56,27.11,11.07,180.35,4.44,0.44,31.56,0.36,0.00,0.00,4.44,0.00,4.44,0.00,0.00,0.00,0.00,0.00,19.60,0.00,0.00,15.56,8.00,61.00,24.92,405.78,10.00,1.00,71.00,0.80,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,44.10,0.00,0.00,35.00,56.00,70.00,137.33,1000.00,12.00,6.00,215.00,1.69,2.00,0.00,10.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,63.59,0.00,0.00,229.00,48.00,9.00,112.41,594.22,2.00,5.00,144.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,19.50,0.00,0.00,194.00,56.00,9.00,137.33,1000.00,2.00,6.00,215.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,63.59,0.00,0.00,229.00
44.33,57.00,101.92,2135.37,8.33,5.00,147.33,2.00,0.33,0.00,8.00,0.00,8.33,0.33,0.00,2.00,0.00,2.33,15.67,0.00,0.00,226.33,2.22,6.67,6.01,409.76,2.22,0.00,11.11,0.27,0.44,0.00,2.67,0.00,2.22,0.44,0.00,2.67,0.00,3.11,1.68,0.00,0.00,1.78,5.00,15.00,13.51,921.95,5.00,0.00,25.00,0.60,1.00,0.00,6.00,0.00,5.00,1.00,0.00,6.00,0.00,7.00,3.77,0.00,0.00,4.00,46.00,62.00,106.42,2750.00,10.00,5.00,164.00,2.20,1.00,0.00,10.00,0.00,10.00,1.00,0.00,6.00,0.00,7.00,18.18,0.00,0.00,229.00,41.00,47.00,92.91,1828.05,5.00,5.00,139.00,1.60,0.00,0.00,4.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,225.00,46.00,62.00,106.42,1828.05,10.00,5.00,139.00,2.20,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,225.00
36.67,57.33,85.93,1353.75,9.00,4.33,147.33,1.58,1.67,0.33,3.33,4.00,9.33,0.33,1.67,0.00,0.67,2.67,19.38,0.00,0.00,214.67,20.89,14.89,54.22,280.18,4.00,1.11,27.78,0.23,0.44,0.44,4.44,5.33,4.22,0.44,2.22,0.00,0.89,1.56,7.47,0.00,0.00,13.78,55.00,38.00,140.28,836.53,10.00,3.00,68.00,0.66,1.00,1.00,10.00,12.00,11.00,1.00,5.00,0.00,2.00,4.00,19.52,0.00,0.00,31.00,68.00,73.00,167.26,1770.00,13.00,6.00,189.00,1.90,2.00,1.00,10.00,12.00,14.00,1.00,5.00,0.00,2.00,5.00,30.59,0.00,0.00,225.00,13.00,35.00,26.98,933.47,3.00,3.00,121.00,1.24,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,11.07,0.00,0.00,194.00,13.00,35.00,26.98,933.47,3.00,3.00,121.00,1.24,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,11.07,0.00,0.00,194.00
64.67,59.00,158.59,1524.73,9.33,5.67,156.33,1.85,1.67,1.00,6.33,7.67,16.67,0.33,1.00,0.33,1.67,3.33,26.11,0.00,0.00,195.00,9.11,20.00,24.55,413.96,4.22,0.44,25.11,0.42,0.44,1.33,4.22,5.11,4.89,0.44,1.33,0.44,2.22,1.11,7.39,0.00,0.00,20.00,27.00,56.00,73.32,1137.62,12.00,1.00,58.00,1.07,1.00,3.00,10.00,14.00,13.00,1.00,3.00,1.00,5.00,3.00,16.72,0.00,0.00,59.00,78.00,85.00,195.08,2041.40,15.00,6.00,194.00,2.28,2.00,3.00,10.00,14.00,24.00,1.00,3.00,1.00,5.00,5.00,31.74,0.00,0.00,225.00,51.00,29.00,121.76,903.78,3.00,5.00,136.00,1.21,1.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,2.00,15.02,0.00,0.00,166.00,51.00,29.00,121.76,903.78,3.00,5.00,136.00,1.21,1.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,2.00,15.02,0.00,0.00,166.00
57.50,53.00,138.66,1057.38,8.00,5.50,167.00,1.50,2.00,0.50,5.00,5.00,12.50,0.00,2.50,0.00,2.00,4.50,27.75,0.00,0.00,166.50,8.50,22.00,23.84,627.63,5.00,0.50,25.00,0.28,0.00,0.50,5.00,5.00,0.50,0.00,2.50,0.00,2.00,0.50,3.49,0.00,0.00,27.50,17.00,44.00,47.68,1255.25,10.00,1.00,50.00,0.56,0.00,1.00,10.00,10.00,1.00,0.00,5.00,0.00,4.00,1.00,6.98,0.00,0.00,55.00,66.00,75.00,162.50,1685.00,13.00,6.00,192.00,1.78,2.00,1.00,10.00,10.00,13.00,0.00,5.00,0.00,4.00,5.00,31.24,0.00,0.00,194.00,49.00,31.00,114.82,429.75,3.00,5.00,142.00,1.22,2.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,24.26,0.00,0.00,139.00,49.00,31.00,114.82,429.75,3.00,5.00,142.00,1.22,2.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,24.26,0.00,0.00,139.00
75.33,58.67,187.70,1188.98,9.33,6.00,158.67,2.03,1.67,0.67,6.67,12.33,21.33,0.33,1.33,0.00,1.67,3.33,25.52,0.00,0.00,214.67,6.89,19.78,19.18,392.25,4.22,0.00,23.56,0.54,0.44,0.89,4.44,2.22,6.89,0.44,1.78,0.00,2.22,1.56,5.88,0.00,0.00,13.78,17.00,52.00,48.28,1028.39,11.00,0.00,58.00,1.33,1.00,2.00,10.00,5.00,17.00,1.00,4.00,0.00,5.00,4.00,15.04,0.00,0.00,31.00,82.00,81.00,207.20,1629.00,14.00,6.00,194.00,2.54,2.00,2.00,10.00,14.00,28.00,1.00,4.00,0.00,5.00,5.00,31.74,0.00,0.00,225.00,65.00,29.00,158.93,600.61,3.00,6.00,136.00,1.21,1.00,0.00,0.00,9.00,11.00,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,194.00,65.00,29.00,158.93,600.61,3.00,6.00,136.00,1.21,1.00,0.00,0.00,9.00,11.00,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,194.00
60.00,49.75,149.46,1116.42,8.50,5.00,134.00,2.15,1.00,0.00,7.50,10.50,19.00,1.00,0.00,0.00,0.00,1.00,16.67,0.00,0.00,226.00,28.50,24.38,71.26,331.37,3.75,1.50,3.00,0.59,0.00,0.00,3.75,5.25,9.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,1.50,76.00,65.00,190.03,883.64,10.00,4.00,8.00,1.56,0.00,0.00,10.00,14.00,24.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,4.00,79.00,66.00,196.97,1337.33,11.00,6.00,136.00,2.54,1.00,0.00,10.00,14.00,25.00,1.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,229.00,3.00,1.00,6.94,453.69,1.00,2.00,128.00,0.98,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,16.59,0.00,0.00,225.00,79.00,66.00,196.97,1337.33,11.00,6.00,136.00,2.54,1.00,0.00,10.00,14.00,25.00,1.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,225.00
59.00,39.50,144.11,642.16,7.00,5.50,163.50,1.48,2.00,0.00,5.00,7.00,14.00,0.00,0.00,0.00,0.00,0.00,39.73,0.00,0.00,195.50,21.00,31.50,56.49,407.84,5.00,0.50,31.50,0.53,0.00,0.00,5.00,7.00,12.00,0.00,0.00,0.00,0.00,0.00,14.50,0.00,0.00,29.50,42.00,63.00,112.97,815.68,10.00,1.00,63.00,1.05,0.00,0.00,10.00,14.00,24.00,0.00,0.00,0.00,0.00,0.00,28.99,0.00,0.00,59.00,80.00,71.00,200.59,1050.00,12.00,6.00,195.00,2.00,2.00,0.00,10.00,14.00,26.00,0.00,0.00,0.00,0.00,0.00,54.23,0.00,0.00,225.00,38.00,8.00,87.62,234.32,2.00,5.00,132.00,0.95,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,25.24,0.00,0.00,166.00,38.00,8.00,87.62,234.32,2.00,5.00,132.00,0.95,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,25.24,0.00,0.00,166.00
83.25,61.00,211.30,938.50,10.50,6.25,160.25,1.54,2.00,0.75,8.00,10.50,21.25,0.00,3.75,2.00,0.00,5.75,28.28,0.00,0.00,201.75,3.38,22.50,10.37,542.25,3.75,0.38,22.88,0.12,0.00,0.38,3.00,5.25,8.63,0.00,1.88,3.00,0.00,1.13,2.05,0.00,0.00,11.63,9.00,60.00,27.66,1446.00,10.00,1.00,61.00,0.32,0.00,1.00,8.00,14.00,23.00,0.00,5.00,8.00,0.00,3.00,5.46,0.00,0.00,31.00,90.00,76.00,232.04,2023.00,13.00,7.00,206.00,1.62,2.00,1.00,10.00,14.00,27.00,0.00,5.00,8.00,0.00,8.00,32.37,0.00,0.00,225.00,81.00,16.00,204.38,577.00,3.00,6.00,145.00,1.30,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,5.00,26.91,0.00,0.00,194.00,81.00,76.00,204.38,577.00,13.00,6.00,145.00,1.62,2.00,1.00,10.00,14.00,27.00,0.00,5.00,0.00,0.00,5.00,26.91,0.00,0.00,194.00
50.50,61.00,121.95,1120.50,9.50,5.00,156.00,1.89,2.00,2.00,5.00,5.50,14.50,0.00,1.00,0.00,1.50,2.50,28.33,0.40,0.00,104.00,16.50,28.00,42.99,626.50,6.50,1.00,36.00,0.66,0.00,2.00,5.00,5.50,1.50,0.00,1.00,0.00,1.50,0.50,2.41,0.40,0.00,90.00,33.00,56.00,85.97,1253.00,13.00,2.00,72.00,1.32,0.00,4.00,10.00,11.00,3.00,0.00,2.00,0.00,3.00,1.00,4.81,0.80,0.00,180.00,67.00,89.00,164.93,1747.00,16.00,6.00,192.00,2.55,2.00,4.00,10.00,11.00,16.00,0.00,2.00,0.00,3.00,3.00,30.73,0.80,0.00,194.00,34.00,33.00,78.96,494.00,3.00,4.00,120.00,1.23,2.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,2.00,25.92,0.00,0.00,14.00,34.00,33.00,78.96,494.00,3.00,4.00,120.00,1.23,2.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,2.00,25.92,0.00,0.00,14.00
41.50,59.00,99.12,1043.65,9.00,4.50,148.00,1.72,2.00,1.50,0.00,6.00,9.50,0.00,1.50,0.00,1.00,2.50,26.58,0.81,0.00,98.00,26.50,24.00,68.14,726.35,6.00,1.50,41.00,0.48,0.00,1.50,0.00,6.00,4.50,0.00,1.50,0.00,1.00,0.50,4.01,0.81,0.00,96.00,53.00,48.00,136.29,1452.70,12.00,3.00,82.00,0.95,0.00,3.00,0.00,12.00,9.00,0.00,3.00,0.00,2.00,1.00,8.02,1.63,0.00,192.00,68.00,83.00,167.26,1770.00,15.00,6.00,189.00,2.19,2.00,3.00,0.00,12.00,14.00,0.00,3.00,0.00,2.00,3.00,30.59,1.63,0.00,194.00,15.00,35.00,30.97,317.30,3.00,3.00,107.00,1.24,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,22.57,0.00,0.00,2.00,15.00,35.00,30.97,317.30,3.00,3.00,107.00,1.24,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,22.57,0.00,0.00,2.00
50.00,32.33,123.10,638.42,6.00,5.00,176.33,1.28,1.67,1.00,3.33,4.67,10.67,0.33,1.00,0.00,0.00,1.33,41.93,0.00,0.00,156.67,26.00,35.78,66.74,241.05,6.00,1.33,25.78,0.49,0.44,1.33,4.44,6.22,12.22,0.44,1.33,0.00,0.00,1.11,14.44,0.00,0.00,96.44,72.00,84.00,185.99,629.13,14.00,3.00,67.00,1.13,1.00,3.00,10.00,14.00,28.00,1.00,3.00,0.00,0.00,3.00,34.35,0.00,0.00,217.00,83.00,86.00,208.98,1000.00,15.00,6.00,215.00,2.02,2.00,3.00,10.00,14.00,29.00,1.00,3.00,0.00,0.00,3.00,63.59,0.00,0.00,229.00,11.00,2.00,22.99,370.87,1.00,3.00,148.00,0.89,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.24,0.00,0.00,12.00,11.00,2.00,22.99,370.87,1.00,3.00,148.00,0.89,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,29.24,0.00,0.00,12.00
50.00,53.00,120.60,1586.39,9.33,5.00,148.33,1.90,1.67,1.00,6.67,4.67,14.00,0.33,1.00,3.33,0.00,4.67,22.94,0.00,0.00,195.00,19.33,28.00,50.43,455.08,4.22,0.67,14.44,0.36,0.44,1.33,3.78,6.22,7.33,0.44,1.33,3.78,0.00,2.89,5.75,0.00,0.00,20.00,57.00,74.00,150.13,1137.62,12.00,2.00,34.00,0.92,1.00,3.00,9.00,14.00,21.00,1.00,3.00,9.00,0.00,7.00,16.54,0.00,0.00,59.00,78.00,85.00,195.08,2041.40,15.00,6.00,170.00,2.28,2.00,3.00,10.00,14.00,24.00,1.00,3.00,9.00,0.00,9.00,31.56,0.00,0.00,225.00,21.00,11.00,44.96,903.78,3.00,4.00,136.00,1.36,1.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,15.02,0.00,0.00,166.00,21.00,11.00,44.96,903.78,3.00,4.00,136.00,1.36,1.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,15.02,0.00,0.00,166.00
27.00,70.33,63.32,400.67,12.33,3.33,104.00,3.05,2.00,3.33,0.00,2.33,7.67,0.00,0.67,0.00,2.33,3.00,18.63,1.31,0.00,86.33,24.00,30.22,59.10,462.89,6.22,1.78,62.67,1.24,0.00,2.22,0.00,3.11,0.89,0.00,0.44,0.00,3.11,2.67,11.89,0.88,0.00,95.11,54.00,68.00,132.97,1041.50,14.00,4.00,141.00,2.80,0.00,5.00,0.00,7.00,2.00,0.00,1.00,0.00,7.00,6.00,26.75,1.97,0.00,214.00,63.00,93.00,151.96,1095.00,17.00,6.00,198.00,3.98,2.00,5.00,0.00,7.00,9.00,0.00,1.00,0.00,7.00,7.00,36.46,1.97,0.00,229.00,9.00,25.00,19.00,53.50,3.00,2.00,57.00,1.19,2.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,1.00,9.71,0.00,0.00,15.00,9.00,93.00,19.00,53.50,17.00,2.00,57.00,3.98,2.00,5.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1.00,9.71,1.97,0.00,15.00
50.33,63.67,120.55,1987.26,9.67,5.00,145.00,1.81,2.00,1.00,6.67,4.67,14.33,0.00,1.00,3.33,0.00,4.33,19.98,0.00,0.52,196.33,15.56,14.22,41.08,868.49,3.56,0.67,16.67,0.21,0.00,1.33,2.44,6.22,3.56,0.00,1.33,2.44,0.00,1.78,7.72,0.00,0.69,21.78,46.00,37.00,122.02,2386.22,10.00,2.00,44.00,0.55,0.00,3.00,7.00,14.00,10.00,0.00,3.00,7.00,0.00,4.00,21.32,0.00,1.55,63.00,73.00,85.00,180.95,3290.00,15.00,6.00,170.00,2.05,2.00,3.00,10.00,14.00,19.00,0.00,3.00,7.00,0.00,7.00,31.56,0.00,1.55,229.00,27.00,48.00,58.93,903.78,5.00,4.00,126.00,1.50,2.00,0.00,3.00,0.00,9.00,0.00,0.00,0.00,0.00,3.00,10.25,0.00,0.00,166.00,27.00,48.00,58.93,903.78,5.00,4.00,126.00,1.50,2.00,0.00,3.00,0.00,9.00,0.00,0.00,0.00,0.00,3.00,10.25,0.00,0.00,166.00
50.40,61.80,119.32,543.80,10.80,5.20,156.60,1.60,2.00,0.80,8.00,0.00,10.80,0.00,4.00,0.00,0.00,4.00,32.13,0.00,0.00,157.00,2.24,21.12,7.20,182.48,3.52,0.32,23.36,0.29,0.00,0.32,3.20,0.00,3.52,0.00,1.60,0.00,0.00,1.60,12.59,0.00,0.00,28.80,7.00,66.00,22.51,570.25,11.00,1.00,73.00,0.89,0.00,1.00,10.00,0.00,11.00,0.00,5.00,0.00,0.00,5.00,39.33,0.00,0.00,90.00,56.00,75.00,137.33,1000.00,13.00,6.00,215.00,1.78,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,63.59,0.00,0.00,229.00,49.00,9.00,114.82,429.75,2.00,5.00,142.00,0.89,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,24.26,0.00,0.00,139.00,49.00,75.00,114.82,429.75,13.00,5.00,142.00,1.78,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,24.26,0.00,0.00,139.00
43.33,49.00,102.26,918.41,8.67,4.67,144.67,1.78,1.67,0.33,6.67,4.67,13.33,0.33,1.67,0.00,0.00,2.00,24.44,0.00,0.00,171.33,23.78,28.00,63.14,410.34,4.44,0.89,20.89,0.52,0.44,0.44,4.44,6.22,7.78,0.44,2.22,0.00,0.00,2.00,8.89,0.00,0.00,71.56,59.00,67.00,156.89,1034.42,11.00,2.00,54.00,1.54,1.00,1.00,10.00,14.00,23.00,1.00,5.00,0.00,0.00,5.00,21.07,0.00,0.00,161.00,79.00,74.00,196.97,1337.33,13.00,6.00,176.00,2.54,2.00,1.00,10.00,14.00,25.00,1.00,5.00,0.00,0.00,5.00,37.77,0.00,0.00,225.00,20.00,7.00,40.08,302.91,2.00,4.00,122.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,16.70,0.00,0.00,64.00,20.00,7.00,40.08,302.91,2.00,4.00,122.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,16.70,0.00,0.00,64.00
70.00,49.50,173.94,868.70,9.00,6.00,177.50,1.56,2.00,1.50,5.50,7.00,16.00,0.00,1.50,4.50,0.00,6.00,34.92,0.00,0.00,103.00,13.00,36.50,35.04,324.30,6.00,0.00,29.50,0.46,0.00,1.50,4.50,7.00,13.00,0.00,1.50,4.50,0.00,3.00,1.97,0.00,0.00,91.00,26.00,73.00,70.08,648.60,12.00,0.00,59.00,0.92,0.00,3.00,9.00,14.00,26.00,0.00,3.00,9.00,0.00,6.00,3.95,0.00,0.00,182.00,83.00,86.00,208.98,1193.00,15.00,6.00,207.00,2.02,2.00,3.00,10.00,14.00,29.00,0.00,3.00,9.00,0.00,9.00,36.90,0.00,0.00,194.00,57.00,13.00,138.91,544.40,3.00,6.00,148.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,32.95,0.00,0.00,12.00,57.00,13.00,138.91,544.40,3.00,6.00,148.00,1.10,2.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,32.95,0.00,0.00,12.00
23.00,78.54,53.79,230.58,14.33,3.11,101.79,2.85,1.89,3.56,2.22,0.00,7.67,0.11,1.78,0.00,0.00,1.89,26.67,0.10,0.00,67.23,20.00,16.36,50.39,234.37,2.97,1.48,47.72,0.79,0.20,0.79,3.46,0.00,3.70,0.20,0.40,0.00,0.00,0.20,23.42,0.16,0.00,73.64,47.00,85.00,116.91,667.86,15.00,4.00,178.00,2.65,1.00,4.00,10.00,0.00,15.00,1.00,2.00,0.00,0.00,1.00,106.66,0.46,0.00,217.00,55.00,90.00,132.91,722.66,16.00,6.00,244.00,3.44,2.00,4.00,10.00,0.00,16.00,1.00,2.00,0.00,0.00,2.00,115.77,0.46,0.00,229.00,8.00,5.00,16.00,54.80,1.00,2.00,66.00,0.79,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
47.47,63.29,114.05,2086.83,9.35,4.71,141.88,1.93,2.00,1.41,2.41,7.41,13.24,0.00,0.71,4.06,0.00,4.77,19.90,0.78,0.18,168.77,27.03,17.44,70.84,1273.94,4.69,1.37,29.77,0.46,0.00,1.83,1.70,6.98,6.10,0.00,0.91,3.11,0.00,2.37,4.16,1.01,0.32,69.72,57.00,40.00,148.88,2901.64,11.00,3.00,65.00,1.08,0.00,4.00,7.00,14.00,13.00,0.00,2.00,7.00,0.00,5.00,15.54,2.20,1.55,159.00,73.00,88.00,180.95,3290.00,16.00,6.00,170.00,2.58,2.00,4.00,7.00,14.00,19.00,0.00,2.00,7.00,0.00,7.00,25.79,2.20,1.55,229.00,16.00,48.00,32.07,388.36,5.00,3.00,105.00,1.50,2.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,10.25,0.00,0.00,70.00,73.00,48.00,180.95,3290.00,5.00,6.00,170.00,1.50,2.00,0.00,3.00,14.00,19.00,0.00,0.00,7.00,0.00,7.00,18.12,0.00,0.00,229.00
20.80,82.00,46.51,179.41,14.80,3.00,92.40,2.78,2.00,2.80,4.00,0.00,8.80,0.00,3.20,0.00,0.00,3.20,14.09,0.00,0.00,47.80,15.36,6.00,36.61,149.53,1.44,1.20,31.68,0.79,0.00,1.44,4.80,0.00,3.36,0.00,1.44,0.00,0.00,1.44,5.98,0.00,0.00,42.96,41.00,13.00,98.82,374.95,3.00,3.00,76.00,1.66,0.00,3.00,10.00,0.00,7.00,0.00,3.00,0.00,0.00,3.00,15.16,0.00,0.00,127.00,49.00,87.00,114.82,429.75,16.00,5.00,142.00,3.44,2.00,4.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,24.26,0.00,0.00,139.00,8.00,74.00,16.00,54.80,13.00,2.00,66.00,1.78,2.00,1.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
