avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
45.82,60.41,107.37,1765.14,9.35,4.88,145.29,1.94,1.59,0.71,6.82,2.82,11.94,0.41,1.41,0.82,0.47,3.12,20.93,0.14,0.00,217.71,10.44,13.12,28.19,390.88,3.28,0.62,20.57,0.33,0.48,0.91,3.21,4.32,2.42,0.48,1.83,0.97,0.72,0.62,6.01,0.18,0.00,11.16,36.00,44.00,94.62,1025.60,11.00,2.00,69.00,1.04,1.00,2.00,10.00,12.00,5.00,1.00,4.00,2.00,2.00,2.00,16.95,0.38,0.00,31.00,68.00,79.00,167.26,2237.00,14.00,6.00,189.00,2.28,2.00,2.00,10.00,12.00,14.00,1.00,4.00,2.00,2.00,4.00,30.59,0.38,0.00,225.00,32.00,35.00,72.64,1211.40,3.00,4.00,120.00,1.24,1.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,2.00,13.64,0.00,0.00,194.00,45.00,59.00,102.91,2237.00,9.00,5.00,142.00,2.28,1.00,0.00,8.00,0.00,9.00,1.00,0.00,2.00,0.00,3.00,13.64,0.00,0.00,225.00
43.00,53.00,98.61,2487.25,7.00,5.00,153.25,1.98,1.25,0.00,5.75,0.00,7.00,0.75,0.00,4.25,0.00,5.00,15.93,0.00,0.00,194.00,1.50,4.50,3.69,179.63,1.50,0.00,10.88,0.33,0.38,0.00,1.88,0.00,1.50,0.38,0.00,1.88,0.00,1.50,3.63,0.00,0.00,0.00,4.00,12.00,9.85,479.00,4.00,0.00,29.00,0.87,1.00,0.00,5.00,0.00,4.00,1.00,0.00,5.00,0.00,4.00,9.69,0.00,0.00,0.00,44.00,56.00,101.07,2607.00,8.00,5.00,175.00,2.20,2.00,0.00,7.00,0.00,8.00,1.00,0.00,8.00,0.00,8.00,23.20,0.00,0.00,194.00,40.00,44.00,91.22,2128.00,4.00,5.00,146.00,1.33,1.00,0.00,2.00,0.00,4.00,0.00,0.00,3.00,0.00,4.00,13.51,0.00,0.00,194.00,44.00,56.00,101.07,2607.00,8.00,5.00,146.00,2.20,1.00,0.00,7.00,0.00,8.00,1.00,0.00,3.00,0.00,4.00,13.51,0.00,0.00,194.00
46.80,65.80,112.38,970.40,10.80,4.80,148.80,2.02,2.00,2.40,6.00,4.00,14.40,0.00,1.20,0.00,1.60,2.80,28.05,0.48,0.00,86.00,15.36,27.84,40.10,571.68,6.24,0.96,34.56,0.64,0.00,1.92,4.80,4.80,1.92,0.00,0.96,0.00,1.92,0.96,2.55,0.38,0.00,86.40,32.00,58.00,83.54,1191.00,13.00,2.00,72.00,1.33,0.00,4.00,10.00,10.00,4.00,0.00,2.00,0.00,4.00,2.00,5.32,0.80,0.00,180.00,66.00,89.00,162.50,1685.00,16.00,6.00,192.00,2.55,2.00,4.00,10.00,10.00,16.00,0.00,2.00,0.00,4.00,4.00,31.24,0.80,0.00,194.00,34.00,31.00,78.96,494.00,3.00,4.00,120.00,1.22,2.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,2.00,25.92,0.00,0.00,14.00,34.00,89.00,78.96,494.00,16.00,4.00,120.00,2.55,2.00,4.00,10.00,0.00,16.00,0.00,2.00,0.00,0.00,2.00,25.92,0.80,0.00,14.00
75.00,53.67,186.47,2471.33,7.00,6.00,156.33,1.89,2.00,0.00,5.00,14.00,21.00,0.00,0.00,5.00,0.00,5.00,19.10,0.00,0.00,214.67,2.67,8.44,7.67,356.89,2.67,0.00,20.44,0.41,0.00,0.00,2.67,0.00,2.67,0.00,0.00,2.67,0.00,2.67,6.51,0.00,0.00,13.78,6.00,19.00,17.25,803.00,6.00,0.00,46.00,0.93,0.00,0.00,6.00,0.00,6.00,0.00,0.00,6.00,0.00,6.00,14.66,0.00,0.00,31.00,77.00,60.00,192.22,2739.00,9.00,6.00,187.00,2.20,2.00,0.00,7.00,14.00,23.00,0.00,0.00,9.00,0.00,9.00,28.87,0.00,0.00,225.00,71.00,41.00,174.97,1936.00,3.00,6.00,141.00,1.27,2.00,0.00,1.00,14.00,17.00,0.00,0.00,3.00,0.00,3.00,14.21,0.00,0.00,194.00,77.00,60.00,192.22,2739.00,9.00,6.00,141.00,2.20,2.00,0.00,7.00,14.00,23.00,0.00,0.00,3.00,0.00,3.00,14.21,0.00,0.00,225.00
4.67,70.33,10.01,2314.33,6.00,2.00,89.33,1.90,2.00,0.67,0.00,0.00,2.67,0.00,1.33,0.00,0.00,1.33,7.14,1.50,0.00,194.00,0.89,4.44,1.33,1005.78,5.33,0.00,8.89,0.44,0.00,0.89,0.00,0.00,0.89,0.00,1.78,0.00,0.00,1.78,1.00,2.00,0.00,0.00,2.00,10.00,3.00,2263.00,12.00,0.00,20.00,0.98,0.00,2.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,4.00,2.25,4.50,0.00,0.00,6.00,77.00,12.01,3823.00,14.00,2.00,96.00,2.55,2.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,7.89,4.50,0.00,194.00,4.00,67.00,9.01,1560.00,2.00,2.00,76.00,1.57,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,5.64,0.00,0.00,194.00,4.00,67.00,9.01,1560.00,2.00,2.00,96.00,1.57,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,7.89,0.00,0.00,194.00
45.40,49.00,109.75,1421.59,7.00,4.80,163.60,1.38,2.00,0.40,0.00,6.60,9.00,0.00,2.00,0.00,1.80,3.80,25.03,0.00,0.00,206.40,25.92,19.20,66.22,390.49,4.80,1.44,34.08,0.18,0.00,0.48,0.00,5.28,4.80,0.00,2.40,0.00,1.44,0.96,6.84,0.00,0.00,14.88,54.00,40.00,137.95,813.53,10.00,3.00,71.00,0.38,0.00,1.00,0.00,11.00,10.00,0.00,5.00,0.00,3.00,2.00,14.25,0.00,0.00,31.00,67.00,73.00,164.93,1747.00,13.00,6.00,192.00,1.61,2.00,1.00,0.00,11.00,13.00,0.00,5.00,0.00,3.00,5.00,30.73,0.00,0.00,225.00,13.00,33.00,26.98,933.47,3.00,3.00,121.00,1.23,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,16.48,0.00,0.00,194.00,67.00,33.00,164.93,1747.00,3.00,6.00,192.00,1.23,2.00,0.00,0.00,11.00,13.00,0.00,0.00,0.00,3.00,3.00,30.73,0.00,0.00,194.00
33.00,61.00,74.42,1684.10,9.00,4.33,142.67,1.91,1.67,1.00,3.00,0.00,5.67,0.33,1.00,3.67,0.00,5.00,19.76,0.54,0.00,130.00,12.00,14.67,28.97,911.20,4.00,0.89,23.78,0.38,0.44,1.33,2.67,0.00,1.56,0.44,1.33,2.89,0.00,2.00,4.17,0.72,0.00,85.33,29.00,39.00,70.10,2289.70,11.00,2.00,68.00,0.87,1.00,3.00,7.00,0.00,4.00,1.00,3.00,8.00,0.00,5.00,9.69,1.63,0.00,192.00,44.00,83.00,101.07,2607.00,15.00,5.00,175.00,2.20,2.00,3.00,7.00,0.00,8.00,1.00,3.00,8.00,0.00,8.00,23.20,1.63,0.00,194.00,15.00,44.00,30.97,317.30,4.00,3.00,107.00,1.33,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,13.51,0.00,0.00,2.00,15.00,44.00,30.97,317.30,4.00,3.00,107.00,1.33,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,13.51,0.00,0.00,2.00
46.47,73.65,111.30,1666.29,12.65,4.65,130.00,2.13,2.00,2.12,8.59,3.29,16.00,0.00,2.12,1.41,0.00,3.53,20.87,0.00,0.00,176.06,19.02,14.62,51.35,813.59,3.32,0.91,15.53,0.10,0.00,1.25,1.99,5.04,2.82,0.00,1.25,1.99,0.00,0.75,3.19,0.00,0.00,14.20,57.00,68.00,157.12,2216.00,12.00,3.00,87.00,0.90,0.00,3.00,8.00,14.00,18.00,0.00,3.00,8.00,0.00,5.00,18.28,0.00,0.00,59.00,90.00,84.00,232.04,3306.00,15.00,7.00,206.00,2.20,2.00,3.00,10.00,14.00,22.00,0.00,3.00,8.00,0.00,8.00,32.37,0.00,0.00,225.00,33.00,16.00,74.92,1090.00,3.00,4.00,119.00,1.30,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,14.09,0.00,0.00,166.00,33.00,84.00,74.92,1090.00,15.00,4.00,119.00,2.18,2.00,3.00,10.00,0.00,15.00,0.00,3.00,0.00,0.00,3.00,22.18,0.00,0.00,166.00
21.80,65.80,49.57,640.08,11.00,3.20,111.20,2.61,2.00,2.40,0.40,1.40,6.20,0.00,1.20,1.60,1.40,4.20,16.09,0.00,0.00,91.80,16.56,25.44,40.96,702.34,6.00,1.44,54.24,1.00,0.00,1.92,0.64,2.24,1.12,0.00,0.96,2.56,2.24,2.64,8.39,0.00,0.00,95.76,55.00,62.00,135.97,1886.20,13.00,4.00,132.00,2.26,0.00,4.00,2.00,7.00,5.00,0.00,2.00,8.00,7.00,6.00,27.36,0.00,0.00,217.00,63.00,87.00,151.96,1941.00,16.00,6.00,198.00,3.44,2.00,4.00,2.00,7.00,9.00,0.00,2.00,8.00,7.00,8.00,36.46,0.00,0.00,229.00,8.00,25.00,16.00,54.80,3.00,2.00,66.00,1.19,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00,8.00,87.00,16.00,54.80,16.00,2.00,66.00,3.44,2.00,4.00,0.00,0.00,6.00,0.00,2.00,0.00,0.00,2.00,9.11,0.00,0.00,12.00
21.67,52.67,47.62,1221.98,9.67,3.67,144.00,1.48,2.00,0.67,0.33,0.00,3.00,0.00,3.33,3.00,0.00,6.33,21.78,0.00,0.00,214.67,11.56,27.11,27.52,384.68,4.44,0.89,30.67,0.17,0.00,0.44,0.44,0.00,0.00,0.00,2.22,4.00,0.00,1.78,7.06,0.00,0.00,13.78,26.00,61.00,61.92,865.53,10.00,2.00,69.00,0.39,0.00,1.00,1.00,0.00,0.00,0.00,5.00,9.00,0.00,4.00,15.89,0.00,0.00,31.00,39.00,73.00,88.91,1799.00,13.00,5.00,190.00,1.61,2.00,1.00,1.00,0.00,3.00,0.00,5.00,9.00,0.00,9.00,32.37,0.00,0.00,225.00,13.00,12.00,26.98,933.47,3.00,3.00,121.00,1.22,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,5.00,16.48,0.00,0.00,194.00,13.00,73.00,26.98,933.47,13.00,3.00,121.00,1.61,2.00,1.00,0.00,0.00,3.00,0.00,5.00,0.00,0.00,5.00,16.48,0.00,0.00,225.00
41.86,63.55,97.10,1509.48,10.31,4.69,137.55,2.10,0.62,0.62,6.90,1.24,9.38,0.00,0.62,0.00,0.21,0.83,17.77,0.34,0.00,175.66,11.12,8.05,27.36,493.31,1.94,0.70,12.64,0.18,0.86,0.99,4.28,2.23,1.81,0.00,0.99,0.00,0.37,1.14,4.64,0.53,0.00,71.86,53.00,48.00,136.29,1510.75,12.00,3.00,82.00,0.96,2.00,3.00,10.00,12.00,9.00,0.00,3.00,0.00,2.00,3.00,16.18,1.63,0.00,223.00,68.00,83.00,167.26,1828.05,15.00,6.00,189.00,2.20,2.00,3.00,10.00,12.00,14.00,0.00,3.00,0.00,2.00,3.00,30.59,1.63,0.00,225.00,15.00,35.00,30.97,317.30,3.00,3.00,107.00,1.24,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,2.00,46.00,62.00,106.42,1828.05,10.00,5.00,139.00,2.20,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,225.00
45.00,50.00,106.19,349.66,9.00,5.00,179.50,1.74,1.50,2.50,5.00,0.00,9.00,0.50,0.50,0.00,0.00,1.00,66.87,0.53,0.00,146.50,8.00,46.00,20.72,37.20,8.00,0.00,40.50,0.92,0.50,2.50,5.00,0.00,8.00,0.50,0.50,0.00,0.00,0.00,23.85,0.53,0.00,82.50,16.00,92.00,41.44,74.39,16.00,0.00,81.00,1.84,1.00,5.00,10.00,0.00,16.00,1.00,1.00,0.00,0.00,0.00,47.71,1.06,0.00,165.00,53.00,96.00,126.90,386.85,17.00,5.00,220.00,2.66,2.00,5.00,10.00,0.00,17.00,1.00,1.00,0.00,0.00,1.00,90.72,1.06,0.00,229.00,37.00,4.00,85.47,312.46,1.00,5.00,139.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,43.02,0.00,0.00,64.00,37.00,4.00,85.47,312.46,1.00,5.00,139.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,43.02,0.00,0.00,64.00
23.00,60.50,51.62,2975.50,9.00,3.50,125.50,1.94,2.00,1.00,1.00,0.00,4.00,0.00,2.00,4.00,0.00,6.00,14.42,2.25,0.00,194.00,17.00,16.50,39.61,847.50,5.00,1.50,49.50,0.61,0.00,1.00,1.00,0.00,0.00,0.00,2.00,4.00,0.00,2.00,8.78,2.25,0.00,0.00,34.00,33.00,79.21,1695.00,10.00,3.00,99.00,1.22,0.00,2.00,2.00,0.00,0.00,0.00,4.00,8.00,0.00,4.00,17.56,4.50,0.00,0.00,40.00,77.00,91.22,3823.00,14.00,5.00,175.00,2.55,2.00,2.00,2.00,0.00,4.00,0.00,4.00,8.00,0.00,8.00,23.20,4.50,0.00,194.00,6.00,44.00,12.01,2128.00,4.00,2.00,76.00,1.33,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,5.64,0.00,0.00,194.00,6.00,44.00,12.01,2128.00,4.00,2.00,76.00,1.33,2.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,5.64,0.00,0.00,194.00
15.33,31.00,31.38,365.25,6.00,3.33,158.00,1.44,1.33,1.33,0.00,0.00,2.67,0.67,0.67,0.00,0.00,1.33,42.71,0.73,0.00,176.00,2.89,38.00,5.60,19.15,6.67,0.44,35.33,0.76,0.44,1.78,0.00,0.00,2.22,0.44,0.89,0.00,0.00,0.44,20.26,0.98,0.00,70.67,8.00,86.00,16.11,51.83,15.00,1.00,98.00,1.76,1.00,4.00,0.00,0.00,5.00,1.00,2.00,0.00,0.00,1.00,47.32,2.20,0.00,159.00,19.00,88.00,39.10,388.36,16.00,4.00,203.00,2.58,2.00,4.00,0.00,0.00,6.00,1.00,2.00,0.00,0.00,2.00,73.11,2.20,0.00,229.00,11.00,2.00,22.99,336.53,1.00,3.00,105.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,25.79,0.00,0.00,70.00,11.00,2.00,22.99,336.53,1.00,3.00,105.00,0.82,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,25.79,0.00,0.00,70.00
38.57,62.57,88.45,778.25,10.07,4.43,135.93,1.57,2.00,0.00,7.86,3.00,12.86,0.00,0.00,0.00,0.00,0.00,18.28,0.00,0.00,200.64,13.47,10.10,36.26,134.47,3.03,0.67,21.89,0.13,0.00,0.00,3.37,4.71,1.35,0.00,0.00,0.00,0.00,0.00,6.79,0.00,0.00,10.44,40.00,30.00,107.67,399.32,9.00,2.00,65.00,0.39,0.00,0.00,10.00,14.00,4.00,0.00,0.00,0.00,0.00,0.00,20.16,0.00,0.00,31.00,70.00,69.00,173.05,1092.00,12.00,6.00,187.00,1.65,2.00,0.00,10.00,14.00,16.00,0.00,0.00,0.00,0.00,0.00,34.12,0.00,0.00,225.00,30.00,39.00,65.38,692.68,3.00,4.00,122.00,1.26,2.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,13.96,0.00,0.00,194.00,30.00,69.00,65.38,692.68,12.00,4.00,122.00,1.65,2.00,0.00,10.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,13.96,0.00,0.00,194.00
9.20,68.60,19.82,2240.60,12.00,2.40,93.60,2.00,2.00,0.80,1.20,0.00,4.00,0.00,4.00,0.80,0.00,4.80,7.88,1.22,0.42,178.60,6.72,5.44,14.41,171.84,1.60,0.64,15.36,0.07,0.00,0.32,1.92,0.00,1.60,0.00,1.60,1.28,0.00,0.32,1.14,0.49,0.68,20.16,21.00,17.00,45.03,537.00,5.00,2.00,48.00,0.21,0.00,1.00,6.00,0.00,5.00,0.00,5.00,4.00,0.00,1.00,3.56,1.52,2.11,63.00,26.00,72.00,55.85,2348.00,13.00,4.00,132.00,2.04,2.00,1.00,6.00,0.00,8.00,0.00,5.00,4.00,0.00,5.00,10.73,1.52,2.11,229.00,5.00,55.00,10.81,1811.00,8.00,2.00,84.00,1.83,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,7.17,0.00,0.00,166.00,5.00,72.00,10.81,2348.00,13.00,2.00,84.00,2.04,2.00,1.00,0.00,0.00,3.00,0.00,5.00,0.00,0.00,5.00,7.17,1.52,0.00,166.00
38.00,79.63,90.57,295.10,14.25,4.13,130.75,2.66,1.88,3.63,2.50,3.50,11.50,0.13,1.63,0.00,0.00,1.75,36.81,1.56,0.00,124.88,26.25,18.66,68.90,154.38,3.44,1.41,35.94,0.63,0.22,1.72,3.75,5.25,8.25,0.22,1.19,0.00,0.00,1.13,19.74,1.17,0.00,76.09,65.00,89.00,171.75,429.01,16.00,3.00,142.00,2.37,1.00,5.00,10.00,14.00,27.00,1.00,4.00,0.00,0.00,3.00,91.27,2.49,0.00,165.00,82.00,94.00,207.20,600.61,17.00,6.00,244.00,3.16,2.00,5.00,10.00,14.00,28.00,1.00,4.00,0.00,0.00,4.00,115.77,2.49,0.00,229.00,17.00,5.00,35.45,171.60,1.00,3.00,102.00,0.79,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,24.50,0.00,0.00,64.00,17.00,94.00,35.45,171.60,17.00,3.00,102.00,3.16,2.00,5.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1.00,24.50,2.49,0.00,64.00
70.67,45.00,175.83,1694.27,7.33,6.00,162.33,1.82,1.33,0.00,6.00,9.33,16.67,0.67,0.00,0.67,0.00,1.33,31.21,0.00,0.00,226.33,9.78,24.00,25.67,462.84,3.56,0.00,35.11,0.62,0.44,0.00,4.00,6.22,9.78,0.44,0.00,0.44,0.00,0.89,21.59,0.00,0.00,1.78,22.00,54.00,57.76,1041.40,8.00,0.00,79.00,1.39,1.00,0.00,9.00,14.00,22.00,1.00,0.00,1.00,0.00,2.00,48.57,0.00,0.00,4.00,78.00,63.00,195.08,2041.40,10.00,6.00,215.00,2.28,2.00,0.00,9.00,14.00,24.00,1.00,0.00,1.00,0.00,2.00,63.59,0.00,0.00,229.00,56.00,9.00,137.33,1000.00,2.00,6.00,136.00,0.89,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,15.02,0.00,0.00,225.00,78.00,63.00,195.08,2041.40,10.00,6.00,136.00,2.28,1.00,0.00,9.00,14.00,24.00,1.00,0.00,1.00,0.00,2.00,15.02,0.00,0.00,225.00
15.50,80.63,34.10,242.64,14.75,2.63,82.13,3.36,2.00,4.00,1.25,0.00,7.25,0.00,1.25,0.00,0.00,1.25,16.16,1.48,0.00,57.00,9.75,18.56,22.65,283.70,3.38,0.94,37.69,0.94,0.00,1.50,2.19,0.00,1.69,0.00,0.69,0.00,0.00,0.69,9.68,0.74,0.00,63.00,41.00,86.00,99.71,1061.50,15.00,3.00,119.00,2.98,0.00,5.00,10.00,0.00,12.00,0.00,4.00,0.00,0.00,4.00,28.06,1.97,0.00,210.00,50.00,93.00,118.71,1115.00,17.00,5.00,176.00,3.98,2.00,5.00,10.00,0.00,14.00,0.00,4.00,0.00,0.00,4.00,37.77,1.97,0.00,225.00,9.00,7.00,19.00,53.50,2.00,2.00,57.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,9.71,0.00,0.00,15.00,9.00,93.00,19.00,53.50,17.00,2.00,57.00,3.98,2.00,5.00,0.00,0.00,7.00,0.00,1.00,0.00,0.00,1.00,9.71,1.97,0.00,15.00
69.43,67.71,172.97,1585.90,11.14,5.57,133.14,2.17,1.29,0.57,7.86,12.00,21.71,0.71,1.14,0.71,0.00,2.57,17.80,0.23,0.00,188.71,15.55,6.74,40.57,650.71,1.63,0.74,7.47,0.16,0.41,0.82,2.25,3.43,4.78,0.41,1.63,0.41,0.00,0.82,3.97,0.40,0.00,53.35,66.00,20.00,173.41,1724.10,5.00,3.00,38.00,0.66,1.00,3.00,10.00,14.00,22.00,1.00,5.00,1.00,0.00,3.00,11.89,1.63,0.00,223.00,81.00,83.00,204.38,2041.40,15.00,6.00,145.00,2.28,2.00,3.00,10.00,14.00,27.00,1.00,5.00,1.00,0.00,5.00,26.91,1.63,0.00,225.00,15.00,63.00,30.97,317.30,10.00,3.00,107.00,1.62,1.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,15.02,0.00,0.00,2.00,78.00,63.00,195.08,2041.40,10.00,6.00,136.00,2.28,1.00,0.00,9.00,14.00,24.00,1.00,0.00,1.00,0.00,2.00,15.02,0.00,0.00,225.00
39.33,52.33,89.91,658.17,9.33,4.67,153.33,1.52,2.00,0.67,6.67,0.00,9.33,0.00,3.33,0.00,0.00,3.33,28.76,0.00,0.00,167.67,12.89,30.22,33.22,304.56,4.89,0.44,15.11,0.35,0.00,0.44,4.44,0.00,4.89,0.00,2.22,0.00,0.00,2.22,6.00,0.00,0.00,38.22,29.00,68.00,74.74,685.25,11.00,1.00,34.00,0.78,0.00,1.00,10.00,0.00,11.00,0.00,5.00,0.00,0.00,5.00,13.51,0.00,0.00,86.00,49.00,75.00,114.82,1115.00,13.00,5.00,176.00,1.78,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,37.77,0.00,0.00,225.00,20.00,7.00,40.08,429.75,2.00,4.00,142.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,24.26,0.00,0.00,139.00,49.00,75.00,114.82,429.75,13.00,5.00,142.00,1.78,2.00,1.00,10.00,0.00,13.00,0.00,5.00,0.00,0.00,5.00,24.26,0.00,0.00,139.00
23.75,48.25,51.79,1795.19,5.75,4.00,153.00,1.63,1.75,0.00,4.00,0.00,5.75,0.25,0.00,6.00,0.00,6.25,15.29,0.00,0.00,201.75,2.63,7.88,5.88,218.71,2.63,0.00,10.50,0.14,0.38,0.00,3.00,0.00,2.63,0.38,0.00,3.00,0.00,2.63,2.11,0.00,0.00,11.63,7.00,21.00,15.68,583.23,7.00,0.00,28.00,0.36,1.00,0.00,8.00,0.00,7.00,1.00,0.00,8.00,0.00,7.00,5.62,0.00,0.00,31.00,29.00,64.00,63.55,1941.00,11.00,4.00,160.00,1.90,2.00,0.00,10.00,0.00,11.00,1.00,0.00,8.00,0.00,8.00,16.69,0.00,0.00,225.00,22.00,43.00,47.87,1357.77,4.00,4.00,132.00,1.54,1.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,11.07,0.00,0.00,194.00,22.00,43.00,47.87,1941.00,4.00,4.00,160.00,1.54,2.00,0.00,2.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,16.69,0.00,0.00,194.00
23.50,62.00,52.46,3286.50,9.50,3.50,120.00,2.08,1.50,1.00,2.00,0.00,4.50,0.50,2.00,3.00,0.00,5.50,11.91,2.25,0.00,211.50,17.50,15.00,40.45,536.50,4.50,1.50,44.00,0.48,0.50,1.00,2.00,0.00,0.50,0.50,2.00,3.00,0.00,1.50,6.27,2.25,0.00,17.50,35.00,30.00,80.90,1073.00,9.00,3.00,88.00,0.95,1.00,2.00,4.00,0.00,1.00,1.00,4.00,6.00,0.00,3.00,12.54,4.50,0.00,35.00,41.00,77.00,92.91,3823.00,14.00,5.00,164.00,2.55,2.00,2.00,4.00,0.00,5.00,1.00,4.00,6.00,0.00,7.00,18.18,4.50,0.00,229.00,6.00,47.00,12.01,2750.00,5.00,2.00,76.00,1.60,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,5.64,0.00,0.00,194.00,6.00,47.00,12.01,2750.00,5.00,2.00,76.00,1.60,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,5.64,0.00,0.00,194.00
24.83,43.33,57.33,1456.59,7.50,3.50,126.17,1.77,0.67,0.17,5.00,0.00,5.83,0.33,0.83,0.00,0.00,1.17,13.93,0.25,0.00,216.50,21.17,28.22,49.10,668.60,4.33,1.50,14.06,0.52,0.67,0.28,5.00,0.00,4.17,0.44,1.39,0.00,0.00,1.28,2.25,0.42,0.00,16.83,43.00,71.00,99.48,1894.31,12.00,3.00,55.00,1.22,2.00,1.00,10.00,0.00,9.00,1.00,5.00,0.00,0.00,5.00,9.42,1.52,0.00,63.00,46.00,72.00,106.42,2348.00,13.00,5.00,139.00,2.20,2.00,1.00,10.00,0.00,10.00,1.00,5.00,0.00,0.00,5.00,16.59,1.52,0.00,229.00,3.00,1.00,6.94,453.69,1.00,2.00,84.00,0.98,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.17,0.00,0.00,166.00,46.00,62.00,106.42,1828.05,10.00,5.00,139.00,2.20,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,14.41,0.00,0.00,225.00
